age,education_fill_1,proof_submitted,loan_amount,asset_cost,no_of_loans,no_of_curr_loans,last_delinq_none
30,2,0,617196,827040,0,0,0
33,2,1,755364,932976,0,0,0
45,2,0,655908,799920,0,0,0
48,1,0,665508,949584,17,8,1
32,1,0,853476,1030956,4,3,0
42,1,0,894948,1077600,0,0,0
30,2,1,812028,1270668,0,0,0
27,1,0,639636,816360,2,2,0
25,2,0,368808,541200,2,0,0
50,2,1,592836,873432,0,0,0
39,2,0,657108,890148,0,0,0
37,2,0,618936,832416,0,0,0
46,1,0,850476,1200552,0,0,0
26,2,0,722556,906000,0,0,0
41,2,0,539388,747840,0,0,0
32,1,0,731556,887460,0,0,0
46,1,0,947748,1879440,0,0,0
32,2,0,814584,922848,2,2,0
41,1,0,861804,992160,0,0,0
28,2,0,565740,741960,2,2,0
27,1,0,877476,1382184,0,0,0
40,1,0,696036,907824,4,4,0
32,2,0,627636,1243068,0,0,0
46,2,0,597336,690864,0,0,0
47,1,2,527388,862608,0,0,0
36,1,0,899748,1043088,26,14,0
27,1,0,566988,815400,3,3,0
48,2,0,544188,942144,109,11,0
37,2,0,577788,736704,34,4,0
45,1,1,716556,852288,2,0,0
28,2,0,639348,837600,0,0,0
32,2,1,618936,807840,0,0,0
27,2,0,627636,795396,0,0,0
46,1,0,496728,954408,0,0,0
34,1,0,647748,843912,0,0,0
31,1,0,814584,983640,5,5,0
32,1,1,655908,841872,0,0,0
28,2,0,524388,809580,0,0,0
34,2,0,636936,864924,3,0,0
42,1,0,751008,871392,0,0,0
27,1,0,684156,840000,2,2,0
23,1,0,504048,1109424,0,0,0
30,2,2,248412,811080,2,0,0
43,2,3,424740,856908,12,3,0
22,1,0,395208,820992,4,3,0
41,1,0,772584,1000080,3,2,0
34,2,0,759384,1062000,0,0,0
34,2,0,872604,1287420,0,0,0
32,1,0,774276,984876,10,4,0
38,1,0,589836,765600,2,2,0
36,1,0,684348,1048416,14,6,0
28,2,3,504168,930768,2,2,0
29,1,0,746556,1061964,0,0,0
38,2,0,683508,780000,3,3,0
41,1,0,814584,1182804,0,0,0
36,2,0,526188,734640,5,4,0
29,1,0,615708,742668,0,0,0
45,2,0,506520,840552,6,0,0
48,1,1,788028,962088,4,2,0
24,1,0,467268,731172,2,0,0
40,2,0,912948,1128000,3,2,0
25,2,0,825804,1282188,0,0,0
34,1,0,571188,1057728,18,6,0
41,2,0,681108,844056,0,0,0
44,2,0,768732,930756,12,3,0
32,1,1,621636,909024,0,0,0
29,2,0,478728,756120,3,2,0
26,2,0,347544,501456,0,0,0
45,2,0,472728,774840,2,0,0
45,2,0,1518612,2269560,5,3,0
26,1,0,562188,828948,0,0,0
45,1,0,586788,1036128,13,7,0
39,1,0,783828,964164,0,0,0
28,2,0,909012,1255092,0,0,0
39,1,0,544188,752580,0,0,0
47,2,2,783828,947124,6,3,0
43,1,0,316608,773520,10,4,0
32,2,0,244788,726000,0,0,0
25,2,0,710556,1234752,0,0,0
48,2,0,593508,946200,2,0,0
49,2,0,770556,1045332,3,2,0
28,2,1,987432,1359036,3,3,0
49,2,0,613272,985560,0,0,0
46,2,0,431424,804000,4,2,0
26,1,0,735072,876000,0,0,0
28,1,0,618324,746160,2,0,0
44,2,0,696168,811968,0,0,0
26,2,0,681108,842256,0,0,0
36,2,0,702156,1064580,0,0,0
42,2,0,619200,713208,3,3,0
34,2,0,348336,765528,3,0,0
33,2,0,710484,942936,4,3,0
36,2,1,702588,920796,0,0,0
28,2,0,684156,834000,0,0,0
34,2,0,812184,978000,6,2,0
41,1,0,786000,941352,2,2,0
40,2,0,912012,1258200,2,2,0
45,2,1,761364,970932,0,0,0
27,1,0,861804,1229016,0,0,0
47,2,0,556188,787104,25,2,0
36,1,0,719364,842868,0,0,0
48,2,0,514920,851928,2,2,0
43,2,0,544188,835968,0,0,0
48,2,0,318492,806700,0,0,0
35,1,0,407808,889164,7,2,0
27,2,1,719364,1283400,0,0,0
36,1,0,672156,1101012,2,2,0
35,2,1,766584,1156500,0,0,0
29,2,0,1169880,1596000,3,3,0
47,1,0,664080,791820,0,0,0
45,1,0,723756,830964,6,3,0
38,1,2,741204,966192,3,3,0
33,1,0,681108,943212,0,0,0
40,1,0,666156,808656,0,0,0
39,1,1,843804,1011900,0,0,0
35,2,0,727764,941352,0,0,0
46,2,0,428892,791208,3,3,0
26,1,1,790584,1184340,0,0,0
47,1,0,725364,841560,0,0,0
32,1,0,984396,1359792,0,0,0
33,1,0,871476,1064496,15,5,0
34,2,0,552588,813600,2,0,0
36,1,0,770556,939480,0,0,0
29,2,0,800028,960504,3,2,0
35,2,0,796584,1021872,0,0,0
44,1,0,716556,910800,2,2,0
49,1,0,662556,802188,7,4,0
37,2,0,612936,824172,0,0,0
28,1,0,709908,841572,7,2,0
42,2,1,831804,1144776,12,3,0
44,2,0,654000,798000,2,0,0
33,1,0,879600,1080000,0,0,0
23,1,0,672156,846768,0,0,0
36,2,0,687108,986064,0,0,0
35,2,0,861804,1425120,0,0,0
28,1,0,582588,814344,5,2,0
26,2,3,796584,1255332,0,0,0
39,2,0,250368,920700,0,0,0
31,2,0,971832,1534608,0,0,0
48,1,0,724164,836400,0,0,0
45,2,0,1145880,2132520,3,2,0
30,1,1,645156,769176,2,2,0
36,1,0,513720,753696,0,0,0
38,1,0,696156,894000,0,0,0
35,1,0,824316,1275156,7,5,0
46,2,0,591636,711180,22,9,1
47,2,0,696156,899616,0,0,0
44,1,0,713556,874200,3,0,0
47,2,0,574188,907452,0,0,0
45,1,0,618636,808368,2,2,0
37,2,1,817980,1155996,0,0,0
45,1,0,718668,884388,5,3,0
41,2,0,699108,866112,0,0,0
38,2,0,648156,926064,2,2,0
28,2,0,576588,669240,6,3,0
42,2,0,948132,1141056,0,0,0
41,2,1,797028,1249452,0,0,0
45,2,0,912948,1352136,8,6,1
31,1,0,444468,614652,0,0,0
29,2,0,697764,819396,18,17,0
35,2,3,568188,985872,0,0,0
44,2,1,661740,874560,0,0,0
38,2,0,529740,866808,8,3,0
38,1,0,597636,852000,2,2,0
39,1,1,662556,812400,4,2,0
41,1,0,639636,861240,3,2,0
27,1,1,678876,809136,2,2,0
33,2,0,603636,937200,2,2,0
50,1,0,690108,883932,0,0,0
42,2,1,632436,777720,3,2,0
41,2,0,574140,654960,5,3,0
33,1,0,841476,1154532,3,3,0
43,1,0,784428,961272,0,0,0
35,1,0,637236,790200,0,0,0
49,1,0,676956,773088,3,2,0
39,1,0,860628,1132836,5,4,0
47,2,0,591120,959520,0,0,0
38,2,0,352368,837528,0,0,0
28,1,0,761796,914400,0,0,0
40,1,0,520728,813288,3,2,0
24,1,0,727764,1015080,0,0,0
36,2,0,686556,790884,0,0,0
26,2,0,684108,821196,0,0,0
36,2,0,667908,861144,3,0,0
28,1,0,706800,905964,0,0,0
35,2,0,680556,780000,0,0,0
49,2,0,615636,784596,2,0,0
24,2,1,704520,828360,0,0,0
26,1,0,692400,854976,0,0,0
26,1,0,728124,1197600,2,0,0
36,2,0,627636,781464,54,33,1
37,2,0,841476,1008000,0,0,0
41,1,0,731556,882000,9,6,0
32,2,0,246888,602604,3,0,0
28,2,0,698724,920772,0,0,0
40,2,1,831876,1110276,5,4,0
29,2,0,792024,1230876,0,0,0
37,1,0,1145880,1815744,2,2,0
36,2,0,637236,942000,39,8,0
27,2,1,663108,871044,3,3,0
42,1,0,703908,872700,8,6,0
33,2,1,797628,1199940,2,2,0
37,1,0,803784,1032000,0,0,0
30,1,0,556188,895788,0,0,0
31,1,0,672708,834360,0,0,0
32,1,0,425268,757920,14,4,0
48,1,0,574188,761724,9,5,0
42,2,3,673980,1093824,0,0,0
45,2,0,541188,870012,11,3,0
43,2,0,481248,1179720,0,0,0
32,1,0,650556,830280,2,2,0
44,2,0,719364,952728,0,0,0
26,1,0,760884,918000,0,0,0
49,2,0,671508,830400,0,0,0
29,2,3,623928,788064,0,0,0
25,1,3,651108,967560,0,0,0
34,2,0,762588,905304,2,0,0
44,1,1,615636,879600,2,0,0
25,1,0,642936,885600,0,0,0
26,1,0,718476,860136,0,0,0
35,1,0,770556,831864,9,5,0
42,2,0,740556,1075608,8,5,0
25,2,0,509928,751200,0,0,0
46,2,0,514728,821880,16,7,0
35,1,0,589752,803592,0,0,0
32,2,0,666156,919440,4,3,0
40,1,0,799428,967692,0,0,0
39,2,2,888948,1311600,3,3,0
32,2,0,606936,896016,0,0,0
27,1,0,715356,830496,0,0,0
24,1,0,564876,862896,0,0,0
29,2,0,657108,804444,0,0,0
40,1,0,684708,811620,0,0,0
29,1,0,746556,850848,0,0,0
45,2,0,658308,780144,13,10,0
48,2,0,625236,896916,11,5,0
45,2,0,722556,851124,11,3,0
35,2,1,674376,815880,10,4,1
27,1,0,660396,827100,0,0,0
48,1,1,770556,888000,0,0,0
28,2,0,609636,787584,2,2,0
27,2,0,888276,1220448,0,0,0
23,1,0,644136,819276,0,0,0
41,2,0,1049868,1334028,8,2,0
44,2,0,681108,861252,7,3,0
44,2,0,650796,752400,19,4,0
44,2,3,633336,803400,2,2,0
32,2,3,647556,895548,0,0,0
47,1,0,667908,784416,2,0,0
42,2,0,651828,922200,5,5,0
35,1,0,464208,672000,0,0,0
47,2,1,556188,703200,18,7,1
30,1,0,877476,1367952,0,0,0
36,2,0,603636,771120,0,0,0
25,1,0,722556,819960,2,2,0
27,1,0,1033440,1630704,0,0,0
44,2,0,862800,1113180,10,2,0
37,1,0,742164,888000,21,11,0
26,2,0,776028,943548,2,2,0
40,1,0,1518612,2280804,2,2,0
22,1,0,696708,1046304,6,2,0
28,2,0,603636,740820,0,0,0
22,1,0,651108,1344552,0,0,0
50,2,0,571140,747204,0,0,0
48,1,0,642936,736980,2,2,0
33,2,0,627636,940728,0,0,0
38,2,1,657588,819576,0,0,0
46,2,0,992232,1291800,0,0,0
32,1,0,607032,761724,31,20,0
43,2,3,854676,1166952,0,0,0
28,1,0,777600,961200,0,0,0
39,2,0,695508,848436,2,2,0
32,2,1,629736,812544,0,0,0
37,1,0,434148,840240,2,2,0
40,2,1,606936,802596,3,2,0
36,2,0,471240,726600,2,2,0
42,2,0,734556,850776,13,3,0
33,2,1,726564,942972,0,0,0
36,2,0,580140,858000,2,2,0
35,1,1,588588,820188,4,2,0
30,2,0,647424,828000,0,0,0
28,1,0,686556,810000,0,0,0
34,1,0,819888,995388,0,0,0
39,2,0,1051440,1414800,0,0,0
28,2,1,780828,1181928,0,0,0
40,2,0,615636,765396,0,0,0
43,2,3,849804,1187952,5,2,0
40,2,0,728556,844932,4,2,0
28,2,1,633636,814800,0,0,0
47,1,0,699108,870012,2,0,0
45,1,0,756012,887016,0,0,0
42,1,0,586188,810252,0,0,0
42,2,0,564828,813816,6,5,0
34,2,0,734556,848400,3,2,0
26,1,0,665424,895896,2,2,0
31,2,0,834204,1132836,14,4,0
28,2,1,938016,1389084,0,0,0
30,2,0,381768,851544,0,0,0
45,1,0,425268,552000,3,2,0
38,1,2,455268,972000,0,0,0
48,2,3,663108,835788,8,5,0
32,2,0,992232,1132992,0,0,0
25,1,0,490428,868656,3,0,0
32,2,0,678108,854616,0,0,0
26,1,0,625128,897540,0,0,0
28,2,0,634836,754944,2,0,0
45,1,0,484728,823212,22,9,0
38,1,0,467268,795600,0,0,0
47,2,0,724956,877836,0,0,0
40,1,0,627036,865848,0,0,0
30,2,0,532188,900468,0,0,0
40,2,0,663108,778224,2,0,0
42,1,0,374172,496788,2,0,0
45,2,0,514728,795396,5,2,0
38,2,0,731556,899748,4,2,0
40,1,0,743280,954684,9,5,0
38,2,1,651636,777840,3,0,0
32,1,0,696156,866484,2,0,0
44,2,0,1015440,1440000,4,2,0
30,2,0,684156,791844,0,0,0
50,2,0,699108,811308,0,0,0
37,2,0,599736,790836,0,0,0
49,1,0,700956,843432,15,8,0
38,2,1,357120,987312,0,0,0
39,2,1,752376,993012,0,0,0
36,2,0,603036,752544,2,2,0
29,1,4,461784,702024,0,0,0
44,1,0,678708,859584,0,0,0
33,2,0,449268,707580,3,2,0
33,2,0,514728,852000,0,0,0
46,2,1,600036,788244,4,0,0
38,2,0,643536,823584,0,0,0
49,2,0,933012,1355724,0,0,0
28,1,0,524820,783708,0,0,0
39,1,0,699156,896784,0,0,0
44,1,0,639636,970632,0,0,0
35,1,2,684000,833916,11,8,0
46,1,0,900948,1096296,2,2,0
29,2,0,600216,1093956,0,0,0
26,1,0,1115316,1612092,0,0,0
28,2,0,603636,873264,0,0,0
49,2,0,709764,828828,2,2,0
37,2,0,743556,847956,2,0,0
48,2,0,615636,718848,2,0,0
47,2,0,843804,1038972,5,4,1
44,2,0,640536,730920,3,2,0
35,2,0,809004,1179720,2,2,0
28,2,0,1138968,1914072,0,0,0
25,1,0,722556,950400,0,0,0
39,1,0,266892,740760,5,2,0
41,2,1,829476,1137324,0,0,0
35,1,0,609636,783312,0,0,0
27,2,0,719364,931080,0,0,0
31,2,1,558828,766140,0,0,0
31,1,0,645108,829284,4,4,0
46,1,0,770556,1002504,3,3,0
25,1,0,853476,1826760,0,0,0
41,1,0,676956,1058664,0,0,0
39,2,0,520728,774600,0,0,0
40,1,1,636936,747624,0,0,0
37,2,0,538188,706200,8,2,0
32,1,0,752652,874812,11,7,0
40,2,0,624084,822360,0,0,0
28,2,0,761556,1077432,0,0,0
44,1,0,674688,816000,0,0,0
26,1,0,792984,933900,0,0,0
25,1,1,673908,825492,2,2,0
33,1,0,782028,1068132,0,0,0
36,1,1,1152060,1960620,0,0,0
45,2,0,737196,1031412,0,0,0
40,2,0,761364,873720,2,0,0
43,2,3,582588,755292,6,2,0
48,2,0,461700,741444,0,0,0
23,1,0,477648,880800,0,0,0
48,1,0,764028,830400,8,4,0
43,2,0,939348,1213848,2,0,0
25,2,1,651636,957060,0,0,0
37,2,1,767364,1196280,0,0,0
42,2,2,584544,803748,0,0,0
34,1,0,710556,888732,11,7,0
45,2,0,667188,928200,15,10,0
40,2,0,717600,882888,8,2,0
23,1,0,633036,832476,0,0,0
33,1,0,693108,930960,2,2,0
28,2,0,955596,1290000,0,0,0
28,1,0,614772,750480,0,0,0
27,1,1,746556,892200,2,2,0
43,1,0,575388,808308,0,0,0
41,2,0,693108,836892,3,3,0
45,1,0,394704,562656,2,2,0
28,2,0,758556,906180,6,4,0
48,2,0,848604,988560,16,5,0
42,2,0,814584,1256400,0,0,0
38,1,0,562188,1212000,3,3,0
36,2,0,554988,832308,2,2,0
27,1,0,419268,851700,0,0,0
37,1,0,407808,836880,0,0,0
39,2,0,637236,745380,25,14,0
37,2,0,770556,975264,7,5,0
29,1,0,623964,1192800,0,0,0
43,1,3,606936,929916,6,3,0
22,1,0,680028,876360,0,0,0
35,2,0,523788,860352,0,0,0
27,1,0,719364,870000,2,2,0
36,2,0,636456,863520,0,0,0
41,2,0,716244,1087212,2,0,0
31,1,0,834276,941040,4,0,0
49,2,0,830028,1171536,4,4,0
45,2,0,582024,839172,0,0,0
43,2,0,774984,991200,0,0,0
29,1,0,663024,840000,0,0,0
48,2,0,569988,814536,0,0,0
40,1,0,687108,882000,5,2,0
47,2,0,562188,872940,6,0,0
30,1,0,581988,881676,2,0,0
40,2,0,753384,933528,2,2,0
48,2,0,612936,746232,6,4,0
48,2,0,791028,954468,3,0,0
44,2,3,649308,890400,0,0,0
46,2,0,485520,757080,18,7,1
45,2,0,629136,768000,3,3,1
33,1,0,562188,754584,5,5,0
44,2,0,708156,848112,0,0,0
24,1,0,953232,1306140,0,0,0
36,2,0,435300,1137816,0,0,0
47,2,0,580188,840864,0,0,0
49,2,0,411120,978204,0,0,0
24,1,0,789468,1082724,2,2,0
40,2,0,696636,882348,2,0,0
47,2,0,861804,1221852,4,2,0
36,2,0,586188,897384,4,3,0
37,2,0,713532,850560,9,6,0
22,1,0,621636,1474968,0,0,0
27,1,0,636948,925800,0,0,0
33,2,0,663108,1010532,0,0,0
45,2,0,764964,870000,0,0,0
35,1,2,645636,897684,2,2,0
44,2,0,791940,959940,0,0,0
26,2,0,763356,966000,0,0,0
45,2,0,753756,961392,14,2,0
45,1,1,395808,809148,0,0,0
40,1,0,657108,797580,0,0,0
34,2,0,606636,780168,7,4,0
33,1,0,699108,842148,0,0,0
35,1,0,667356,840000,4,3,0
27,2,0,612936,850440,4,3,0
37,2,0,602436,735804,5,3,1
34,2,0,675108,806616,0,0,0
46,1,0,550188,938244,0,0,0
44,2,0,796584,918276,0,0,0
36,1,0,600936,809448,0,0,0
24,1,0,873804,1299600,0,0,0
33,1,0,477600,765528,5,4,0
45,2,0,651108,769572,5,2,0
47,1,0,849804,1041000,0,0,0
28,2,1,980232,1257072,0,0,0
38,2,0,608916,909924,5,0,0
36,1,0,847476,1002744,3,3,0
41,2,1,633876,860760,0,0,0
37,2,0,743364,849888,3,3,0
27,1,0,702156,861600,0,0,0
25,1,0,715764,835416,0,0,0
47,1,0,692724,865752,2,2,0
41,1,0,413808,862536,3,3,0
27,2,1,853476,1367808,3,3,0
48,2,1,671508,819720,2,2,0
48,1,0,600936,893496,3,2,0
45,1,0,840204,1075428,0,0,0
46,1,1,644556,833148,3,3,0
26,1,1,798912,969804,0,0,0
42,2,0,521928,838080,20,8,0
24,1,0,616836,1233204,0,0,0
45,2,0,502728,752736,6,4,0
42,1,0,778584,949800,4,0,0
30,2,0,640716,982344,0,0,0
27,1,0,696156,838896,2,0,0
35,1,0,754956,900000,6,6,0
37,2,0,758556,868968,7,2,0
33,1,0,612036,843000,3,3,0
23,1,1,719364,1213560,0,0,0
32,1,3,464088,791100,2,2,0
36,2,0,574188,721524,2,0,0
37,2,0,992232,1372380,0,0,0
22,1,0,541740,758328,0,0,0
40,1,0,528588,763896,3,3,0
34,2,2,776028,1007628,0,0,0
26,1,0,595236,754992,0,0,0
24,1,0,622836,1039284,4,3,0
42,2,0,696708,790140,8,4,0
43,2,0,745764,857376,0,0,0
36,1,0,627336,792000,0,0,0
37,1,0,794028,900000,2,2,0
25,1,1,866604,1226880,0,0,0
42,2,3,669756,825216,0,0,0
28,1,0,657108,828000,0,0,0
32,1,0,630036,773304,0,0,0
32,2,0,612936,776832,0,0,0
47,1,0,764556,873072,24,6,0
29,2,0,705108,984000,4,3,0
49,2,1,761556,917832,2,2,0
39,1,0,501264,710064,0,0,0
50,1,0,725556,956808,3,0,0
41,1,0,1039440,1420020,0,0,0
46,2,1,767364,1020000,0,0,0
32,1,0,1154280,1564860,13,0,0
49,2,0,880548,1205796,5,2,0
45,2,0,651108,797148,0,0,0
46,1,0,668448,832968,0,0,0
28,1,0,449268,858000,0,0,0
24,1,2,690708,837816,0,0,0
49,1,1,504972,914244,4,3,0
44,1,1,760200,870600,0,0,0
31,1,0,651108,845772,0,0,0
30,2,0,576588,1032864,0,0,0
42,1,0,472008,806724,5,3,0
32,1,0,942432,1320000,12,3,0
47,1,0,550548,910848,5,4,0
48,1,0,820584,1025172,0,0,0
33,1,0,694956,898812,0,0,0
28,1,0,597636,1167444,2,2,0
32,2,0,684000,828636,0,0,0
25,1,0,734556,847212,0,0,0
45,2,0,326748,556800,0,0,0
28,1,0,814584,1287420,0,0,0
25,1,0,650628,856356,5,5,0
24,2,0,401808,584400,0,0,0
26,2,0,748956,1054956,4,4,0
23,1,0,660156,828756,0,0,0
33,1,1,386208,542880,2,2,0
43,1,0,826584,960000,15,5,0
41,2,0,708024,823200,8,8,0
28,1,0,968544,1153116,14,3,0
41,1,0,655908,751560,3,0,0
38,1,0,630636,815784,4,4,0
33,2,0,1086660,1527996,0,0,0
38,2,0,831876,972000,6,5,0
30,2,0,802188,1116552,2,0,0
39,2,0,782028,927756,0,0,0
34,1,0,701508,924324,2,0,0
38,1,0,681756,915480,3,3,0
27,2,0,478728,674928,0,0,0
39,1,1,550548,816000,2,2,0
34,1,0,639864,768792,4,3,0
31,2,0,695916,1063200,0,0,0
46,2,0,675156,934584,0,0,0
44,1,0,533388,721200,0,0,0
48,2,0,669108,886176,3,2,0
30,1,0,597156,921912,0,0,0
43,2,0,790584,894000,4,3,0
48,1,0,571188,814800,5,3,0
26,2,0,635496,764448,0,0,0
43,2,0,574188,738000,0,0,0
37,2,0,643668,873672,4,2,0
35,2,0,562188,827520,10,5,0
33,1,0,636936,888168,0,0,0
47,1,1,670956,864888,5,2,0
29,2,0,627636,990000,5,2,0
26,1,0,743364,860808,5,4,0
49,1,0,435228,702000,7,0,0
37,1,0,504528,832476,0,0,0
37,1,0,731364,880380,0,0,0
35,2,0,847836,1451628,4,2,0
26,2,0,792384,1351200,0,0,0
31,2,0,711960,943560,0,0,0
49,2,0,626436,949560,0,0,0
28,1,0,702324,921240,0,0,0
44,1,1,678312,908556,0,0,0
29,2,0,722556,872520,8,7,1
34,2,0,591636,902400,2,2,0
28,1,0,694308,861660,0,0,0
46,2,0,457692,816000,3,0,0
39,1,0,585636,797004,9,7,0
40,2,0,353808,810984,0,0,0
24,1,0,678156,800400,0,0,0
44,2,0,824676,1078800,0,0,0
32,2,0,837804,1020000,2,0,0
48,1,0,249288,535548,13,4,0
37,1,0,643908,849144,0,0,0
33,2,0,643668,894060,4,3,0
33,2,0,572988,885120,0,0,0
40,1,0,792828,1111620,3,0,0
32,2,0,538788,822696,7,6,1
45,1,0,541740,707952,5,2,0
29,2,0,830196,1038924,0,0,0
37,1,0,557340,787596,0,0,0
49,2,0,579888,701988,3,3,0
35,1,0,419268,895140,23,10,0
30,2,0,758556,1102752,0,0,0
28,2,0,713556,907308,3,3,0
42,1,0,672156,831840,0,0,0
43,2,0,711108,927756,0,0,0
42,1,0,336348,704400,3,2,0
30,2,1,629736,920676,0,0,0
32,1,0,440028,864876,0,0,0
22,1,0,969564,1243572,3,2,0
48,2,0,591936,828156,2,2,0
35,1,0,538908,809208,0,0,0
47,1,0,324348,762228,0,0,0
45,2,0,583788,811188,8,5,0
32,1,0,451668,935208,2,0,0
36,2,0,315228,915360,0,0,0
44,2,0,734556,937200,5,3,0
45,2,0,782400,896412,4,0,0
32,2,0,828876,972948,18,3,0
33,2,0,711108,831888,2,2,0
26,1,0,802584,910320,0,0,0
40,2,0,672156,876624,0,0,0
31,2,0,673908,813240,5,5,0
46,2,0,675108,803100,0,0,0
40,2,0,437268,881592,2,2,0
42,2,0,434904,573468,3,2,0
34,1,0,696156,909624,0,0,0
40,2,0,603636,773796,0,0,0
36,2,0,376008,919344,2,0,0
49,1,0,678156,952920,0,0,0
50,2,1,591636,819588,0,0,0
25,1,0,822984,930000,0,0,0
37,2,0,585396,778596,0,0,0
29,2,0,627636,923484,2,2,0
41,1,0,730476,852912,0,0,0
25,2,1,667188,1145808,0,0,0
28,2,0,389808,920520,0,0,0
38,2,0,496728,600912,0,0,0
34,2,0,739164,887532,0,0,0
35,1,0,770184,946860,5,3,0
41,1,0,592188,815700,9,4,0
29,1,0,715356,1068036,7,3,0
44,2,0,909012,1164000,4,0,0
30,2,0,520728,904440,0,0,0
34,1,0,837804,1097364,0,0,0
26,1,0,946140,1158708,0,0,0
32,1,0,608436,836904,6,5,0
41,2,0,485772,784860,2,0,0
42,2,0,592536,807840,2,2,0
25,2,0,686556,852768,2,0,0
36,2,0,218640,804000,0,0,0
45,2,1,484728,820560,4,0,0
48,2,0,697356,906096,10,2,0
32,1,0,790584,903492,8,3,0
31,2,0,693108,880884,2,0,0
33,2,0,418932,619776,0,0,0
37,1,0,618036,708588,4,3,0
27,2,0,660156,840000,0,0,0
24,1,0,621636,804000,0,0,0
23,1,0,633600,795948,0,0,0
37,1,0,620436,792120,0,0,0
31,2,0,615636,763920,0,0,0
26,2,3,472608,1259904,0,0,0
39,1,0,651636,777840,3,2,0
38,2,0,906948,1256580,2,0,0
34,2,1,606936,917268,0,0,0
30,2,0,466728,1248204,0,0,0
27,2,3,677436,1136328,0,0,0
39,2,0,947772,1305600,0,0,0
38,1,0,786984,929604,2,2,0
28,1,0,457668,756924,0,0,0
37,2,0,618000,911088,24,6,0
39,1,0,807828,940140,2,2,0
26,1,0,680256,817824,0,0,0
36,1,0,639936,811860,2,0,0
38,2,0,687108,929880,0,0,0
42,1,0,711108,870816,0,0,0
48,2,0,748956,901368,2,2,0
47,2,0,483528,662736,2,2,0
28,1,0,335148,792840,0,0,0
32,2,0,496728,774600,0,0,0
26,2,1,984396,1362840,0,0,0
46,1,0,699108,837156,0,0,0
46,1,0,868356,1138356,2,2,0
40,2,0,749364,1039920,3,3,0
49,2,0,720732,861408,12,7,0
35,2,0,538452,747720,13,4,0
34,1,0,648936,775236,0,0,0
32,1,0,490704,766704,7,3,0
42,1,0,790428,894000,0,0,0
25,1,0,678156,843204,0,0,0
32,1,0,671508,772572,0,0,0
29,1,1,552900,825288,0,0,0
37,2,0,722556,886800,0,0,0
39,2,1,383808,882192,3,2,0
28,2,1,636828,842160,0,0,0
28,2,0,669756,792336,0,0,0
48,1,0,991032,1152000,7,2,0
35,1,0,690708,857316,12,6,0
28,2,0,755364,1334760,2,2,0
44,2,0,655428,816000,4,3,0
34,2,0,638556,838848,0,0,0
35,2,0,409668,869664,5,5,0
40,2,0,766584,986256,3,3,0
47,2,0,547200,768264,2,0,0
39,1,0,746364,900000,0,0,0
31,2,0,536028,750288,0,0,0
50,2,0,608916,857916,0,0,0
49,1,0,701364,807276,3,3,0
43,1,0,639348,763116,0,0,0
30,1,0,684156,890052,2,0,0
27,2,0,873804,1216128,0,0,0
32,1,0,708564,923400,4,2,0
28,1,0,345408,660360,2,0,0
34,2,0,649224,918156,0,0,0
44,2,0,663108,777672,3,2,0
48,1,0,594636,700152,0,0,0
24,2,0,881004,1111716,4,2,0
30,2,0,711108,889908,10,3,0
32,1,1,696156,791640,9,4,0
24,2,0,962232,1351080,0,0,0
27,1,0,627636,787392,4,3,0
35,1,0,865476,1425168,5,2,0
35,1,0,572940,897600,9,4,0
32,1,0,603636,808344,0,0,0
42,2,0,777228,1162512,2,0,0
34,1,0,820584,1029072,5,2,0
48,2,0,696708,894492,2,0,0
43,2,1,588936,772236,0,0,0
46,2,0,654156,854244,8,4,0
41,2,0,564000,814632,0,0,0
26,1,0,684156,791364,0,0,0
34,1,0,695916,1114440,0,0,0
29,1,0,734556,847044,3,3,0
47,2,3,553980,832056,0,0,0
41,1,0,580188,753768,0,0,0
38,2,0,633036,864696,52,8,1
26,1,0,1001196,1580844,2,0,0
36,1,0,619836,875556,2,2,0
27,1,0,759756,1083252,0,0,0
25,2,0,861804,1189092,0,0,0
43,2,0,530988,681600,2,2,0
29,1,0,743364,930000,3,0,0
25,2,2,832404,1137720,0,0,0
49,2,0,654708,793464,0,0,0
34,1,0,669108,817272,2,2,0
33,2,0,719364,833904,0,0,0
48,2,0,684156,888132,0,0,0
30,1,0,802428,941688,0,0,0
45,2,0,740268,937872,0,0,0
25,1,0,746556,1325760,0,0,0
41,2,0,377808,780060,2,0,0
38,2,0,603636,789912,9,4,0
31,2,0,639636,838464,0,0,0
35,1,0,620436,804000,3,2,0
45,1,2,1063212,1367772,0,0,0
38,1,0,704556,1224000,3,3,0
27,2,0,823524,1183320,2,2,0
27,1,0,766584,1081476,21,2,0
30,2,0,437268,636000,0,0,0
44,2,0,556188,786720,5,3,0
43,1,0,559236,894588,30,3,0
38,2,1,472728,880680,2,2,0
32,2,3,742164,912876,10,2,0
41,2,0,508728,724968,18,11,1
26,1,0,991032,1401528,3,0,0
37,2,1,397692,968832,0,0,0
28,2,1,401808,603912,3,3,0
25,1,0,662628,800556,0,0,0
29,1,0,660156,792684,0,0,0
37,2,0,413268,728784,3,0,0
29,2,0,776028,955080,3,3,0
37,2,0,639636,832800,3,3,0
40,1,0,734556,836400,2,0,0
49,2,1,869484,1279680,4,3,0
49,2,3,879180,1208568,10,5,0
26,2,0,704568,1397856,0,0,0
31,2,0,631944,854916,0,0,0
37,1,0,441300,810672,2,2,0
