,Unnamed: 0,Monthly_Inhand_Salary ,Accounts of user,Credit cards user have,Interest Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Outstanding_Debt,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Utlization Ratio,Credit Inquiries,Cumulative Balance,Cash Flow,Credit Score
6405,6405,12357.57333,0,6,5,2,9,5,1.97,1294.06,215.1949108,349.0914937,931.4709288,77,9,4134,546,Best
1626,1626,8244.873333,4,3,17,4,17,3684,5.27,248.48,210.4580591,539.4644822,354.5647919,72,15,3146,4382,Best
6590,6590,3258.100833,4,4,5,2,6,9,1.16,121.17,35.0070255,54.79482033,486.0082375,77,16,1632,1087,Best
7466,7466,9836.65,7,3,15,3,16,19,18.43,1373.9,288.2533797,254.9492663,690.4623539,71,15,3427,1375,Best
6867,6867,1858.295833,4,7,15,6,27,14,18.07,1207.31,82.20111714,97.76344428,285.8650219,78,19,4140,2277,Best
4126,4126,5611.786667,8,7,28,6,58,13,14.74,2216.36,170.4184241,90.43565244,550.3245901,90,15,2210,1802,Standard
5189,5189,6459.51,5,7,16,6,17,14,12.31,567.53,203.2795213,337.2882675,365.3832112,70,10,4181,4760,Best
1087,1087,5902.5625,7,4,20,2,24,18,11.04,651.38,89.6574062,374.4935851,406.1052587,79,16,3412,4296,Best
5096,5096,818.9775,6,5,15,4,5,19,0.57,52.94,39.65818842,55.14042983,277.0991318,70,16,2759,1802,Best
6951,6951,3034.4125,7,6,17,5,24,14,13.98,559.23,98.05708993,47.13637172,398.2477884,70,16,4092,954,Best
3623,3623,7138.25,8,5,19,6,19,20,26.95,4786.08,269.8535949,89.39106922,594.5803359,95,12,4040,603,Standard
2644,2644,5437.373333,6,10,23,4,9,17,19.12,2412.6,139.3808422,205.8847557,448.4717355,88,10,4072,3499,Standard
4719,4719,5159.18,5,7,20,-100,21,16,14.64,1350.67,143.1834601,398.1047473,244.6297926,72,19,4756,4898,Best
4180,4180,11878.90667,5,4,7,-100,0,6,5.91,1321.93,262.4006749,1123.244428,92.24556422,93,0,3388,4114,Good
4140,4140,6663.78,8,698,19,6,21,18,7.46,1446.74,263.27024,623.5696121,59.53814792,85,11,1974,1360,Standard
1338,1338,1188.695833,8,6,11,7,8,16,21.51,1330.72,64.87719125,122.8570181,221.135374,82,7,3959,4991,Standard
2005,2005,618.93875,3,9,21,5,13,21,18.02,1935.7,29.10631141,30.97979034,291.8077732,91,10,1517,4787,Standard
3464,3464,873.8654167,3,5,14,4,16,20,12.61,62.66,18.91298205,32.54401007,315.9295495,71,17,3466,1483,Best
6907,6907,2721.536667,5,6,5,4,16,20,8.36,580.31,64.84803821,225.9197881,271.3858404,98,15,2232,4675,Best
4807,4807,2090.9325,5,4,19,4,10,18,14.96,147.14,67.08218314,112.5016869,299.5093799,77,17,3071,282,Best
5736,5736,1087.049167,6,5,13,4,11,19,6.67,465.87,23.37810897,36.93774075,328.3890669,75,18,4508,3986,Best
1279,1279,1946.280833,7,7,19,1,7,16,19.96,1163.09,18.06952041,43.55962088,382.998942,78,17,4685,3610,Best
5851,5851,1833.314167,5,5,17,7,12,17,17.01,2141.86,95.50358441,41.61864309,286.2091892,76,15,2589,1117,Best
6876,6876,6671.536667,10,5,24,9,39,21,4.55,1332.6,317.4441996,394.2083795,215.5010876,76,16,1538,4513,Best
2656,2656,11114.7675,0,5,5,2,2,5,8.16,1131.7,171.9485432,517.2759875,702.2522192,87,16,2825,2398,Standard
3856,3856,5819.546667,0,5,9,4,8,4,2.7,1017.06,201.1214398,104.4810953,536.3521315,79,19,3216,3361,Best
185,185,4824.555,8,5,15,4,57,25,1.29,2425.38,116.1034169,628.7091521,27.64293096,79,17,2750,272,Best
3750,3750,13743.05333,1,6,5,1,22,7,2.02,80.76,117.6586807,1385.273,151.3736524,74,15,3769,2622,Best
7036,7036,5107.17,9,10,18,6,19,20,6.36,4919.89,222.0394152,62.07485861,466.6027262,85,18,4601,794,Best
2445,2445,3664.374167,4,4,2,-100,13,10,1.26,1321.62,140.9196844,121.7062931,383.8114392,92,4,3787,1952,Good
1788,1788,2061.885833,3,3,12,1,17,12,8.75,425.84,13.57281164,86.92819746,395.6875742,84,9,2425,4185,Standard
7338,7338,380.6491667,9,5,27,6,32,15,28.08,3090.08,25.39957187,15.18232454,287.4830203,71,18,4687,4600,Best
1807,1807,1522.285,2,2,2,-100,13,3,5.87,1177.09,51.128519,93.02693024,298.0730508,77,15,4263,1077,Best
4863,4863,939.5241667,5,4,13,3,27,16,16.14,1399.81,18.80189846,57.74575613,297.4047621,85,15,4682,2090,Best
2291,2291,2722.323333,5,6,16,2,14,16,18.73,960.38,35.78805542,70.50547861,415.9387993,78,14,2491,2937,Best
7287,7287,14628.17,4,993,2,1,30,12,11.62,444.46,145.952613,1149.405785,457.4586016,79,19,2539,3453,Best
7201,7201,6184.92,6,6,23,7,31,16,13.57,3343.32,360.6812789,291.6287748,256.1819464,75,13,3806,3442,Best
6219,6219,1887.415,4,3,5,3,21,21,14.66,409.58,32.6354018,85.50407098,340.6020272,75,18,3069,3839,Best
7244,7244,1528.08,3,6,12,1,6,8,8.81,185.16,6.957605184,78.40220547,327.4481893,73,19,3486,488,Best
193,193,10653.04311,0,3,7,2,15,7,6.08,1045.11,1293.505449,415.1834125,878.7840309,70,12,1346,1745,Good
2710,2710,692.8145833,8,5,26,3,7,8,14.83,1941.95,21.46853645,32.84943884,284.963483,85,13,4537,4275,Standard
5254,5254,2499.719167,8,4,11,1,16,8,4.15,385.83,21.39713947,82.48491372,396.0898635,78,15,3424,1406,Best
5437,5437,1488.55,5,6,25,2,30,3739,7.44,1984.5,26.86920934,81.35875489,330.6270358,86,18,3494,4333,Best
6469,6469,7437.6675,3,5,11,-100,29,9,15.96,755.17,211.7478089,786.7905008,35.22844028,85,16,1850,3276,Best
3989,3989,6027.5075,8,3,15,1,13,15,18.85,106.97,45.60574916,311.8459746,525.2990263,96,5,4457,1233,Good
1038,1038,2471.638333,4,7,12,6,10,8,9.95,70.82,134.6917202,129.082469,273.3896441,99,0,4288,1616,Standard
6048,6048,8547.2,4,4,12,2,24,8,12.35,1461.27,95.70676486,57.4242653,941.5889698,77,0,2831,4902,Best
442,442,850.06625,7,8,28,6,26,9,17.57,1701.58,27.5949503,28.49645707,278.9152176,74,16,2879,782,Best
5892,5892,13239.66333,2,6,6,-100,6,-2,7.33,187.05,343.5778739,448.7720678,821.6163916,74,19,2778,2388,Best
2777,2777,893.7079167,6,4,12,4,20,17,7.71,1803.31,20.15625174,99.31153322,259.9030067,74,14,2926,1514,Best
7242,7242,13760.89,5,6,8,4,2,1,0.59,750.66,485.4907417,758.9853063,401.612952,78,17,1564,3926,Best
1904,1904,1416.694167,5,6,18,7,25,11,18.01,2551.12,52.68006789,16.73788523,312.2514636,77,19,1143,1038,Best
3845,3845,4838.38,6,3,17,3,12,12,7.53,1269.7,74.30448443,294.6675669,404.8659486,98,8,1914,308,Standard
6443,6443,2839.390833,0,6,5,4,1,0,0.84,51.5,91.42912178,306.0620957,176.4478659,79,15,2907,1420,Best
3874,3874,1247.90375,0,5,2,2,13,7,7.17,340.96,19.66074038,101.8659126,293.2637221,97,10,2155,2725,Standard
2766,2766,695.2595833,7,5,16,7,40,18,23.85,3500.59,53.89565262,83.72449634,221.9058094,97,3,4406,796,Good
2476,2476,8635.6125,6,6,19,2,9,7,12.92,491.07,109.9744606,298.3604203,735.2263691,73,16,4093,1642,Best
2638,2638,1817.065833,6,8,18,4,27,9,7.12,1755.06,48.50360251,228.1508223,195.0521585,82,9,2090,4165,Standard
7159,7159,8309.46,5,1,9,1,4,-1,8.66,338.95,57.16122949,124.2227242,889.5620464,74,17,4551,1229,Best
650,650,9836.2425,5,6,10,2,10,4,8.47,1124.02,171.0770243,356.382464,706.1647617,80,7,1997,4061,Standard
3760,3760,3946.1625,4,6,3,1,4,7,4.32,1150.28,22.43472478,150.4880624,481.6934628,98,9,1815,1525,Good
5591,5591,7299.473333,5,7,19,3,29,16,3.65,512.74,112.1488009,131.1872664,746.611266,84,14,4097,1022,Best
4896,4896,12124.55667,5,4,9,1,3,5,11.48,928.28,72.25012458,787.523904,632.6816381,89,17,1914,3317,Best
5209,5209,782.0370833,5,5,10,3,25,16,15.79,569.8,26.06034753,32.02630794,310.1170529,95,15,1728,3057,Best
183,183,4295.4075,8,7,28,6,41,17,18.42,4795.13,169.4819843,118.8780759,391.1806898,96,15,1767,2069,Best
2362,2362,9041.9675,5,5,11,4,2,11,11.27,939.87,329.7035043,337.7153748,486.777871,74,18,3665,1987,Best
6558,6558,3749.9325,9,5,15,7,60,25,25.86,2729.04,178.7482328,47.56053837,398.6844789,73,18,3092,4070,Best
5415,5415,8951.84,8,3,13,1,13,13,11.21,206.52,86.16494277,694.3658248,384.6532324,74,19,3149,2122,Best
2312,2312,9983.4,7,3,7,2,26,20,16.56,514.91,193.5377259,170.4806678,874.3216063,91,9,4238,4138,Standard
5452,5452,5387.345,8,7,13,4,19,17,17.37,1282.29,169.9803218,107.6814398,501.0727384,79,19,1040,922,Best
3445,3445,4758.99,7,10,30,6,16,16,4.04,4569.66,192.165937,78.67230779,445.0607552,90,11,1232,2777,Standard
5956,5956,4897.215,5,3,20,2,11,20,19.93,327.8,65.36005762,223.4629869,490.8984555,70,15,2073,2382,Best
2472,2472,2775.73,9,5,15,9,58,22,2.42,2377.23,228.2386969,168.4862131,140.8480901,93,18,3094,3429,Standard
4704,4704,2138.835833,8,7,12,1,18,10,3.1,349.88,15.19501014,130.4597052,328.228868,73,19,2527,636,Best
3175,3175,3852.655,3,5,23,4,13,12,19.59,2359.68,137.9759189,445.6858352,91.60374589,81,7,1869,3108,Standard
5325,5325,1352.015833,6,3,9,3,9,15,11.21,183.1,35.31966652,153.6044537,236.2774631,73,15,1592,3686,Best
3023,3023,5428.12,7,7,24,7,33,10,11.78,1450.31,229.4802377,49.76957702,503.5621853,96,7,2728,3452,Standard
6080,6080,1744.853333,6,6,11,5,26,10,11.98,703.21,65.91462582,114.7592977,273.8114098,75,14,2912,2748,Best
3951,3951,8526.145,5,4,9,2,7,1,2.1,460.58,173.9355003,166.8900451,771.7889546,89,19,4329,1177,Good
6102,6102,10357.35,5,3,19,4,24,13,7.72,932.17,355.6436206,185.0187027,745.0726766,76,15,4955,2756,Best
3614,3614,5993.87,6,4,21,5,22,17,19.58,1587.98,262.8315664,480.2062309,136.3492027,96,3,4502,792,Standard
4678,4678,7024.166667,6,7,16,6,48,17,24.94,3085.36,234.7033395,382.4758484,345.2374788,71,11,3543,4570,Best
1844,1844,7206.746667,4,3,4,2,13,11,6.7,649.7,117.4152817,402.1979301,481.0614549,93,5,3882,691,Good
1368,1368,3935.3,5,1354,28,-100,13,15,6.64,2521.52,211.7097552,128.3563869,303.4638579,90,17,4904,4700,Standard
616,616,2252.204167,3,5,5,1,5,16,9.72,1092.55,16.75670654,52.83439159,395.6293185,75,15,2036,4046,Best
1700,1700,6394.993333,8,10,33,-100,18,13,10.6,2284.63,324.2431915,312.6566204,262.5995214,96,11,1661,3145,Standard
6882,6882,10479.72333,2,6,12,4,26,5,8.0,1361.41,240.7719327,573.1095001,494.0909005,70,17,2512,1536,Best
1887,1887,6242.0825,7,4,19,2,22,8,11.87,1031.21,72.92831137,449.7351514,371.5447872,70,18,2017,4997,Best
6629,6629,4288.503333,6,6,17,4,19,9,3.06,447.94,153.5596894,53.12893399,462.1617099,72,19,1040,1120,Best
420,420,9910.9175,3,7,2,3,13,4,6.89,951.36,195.3940091,670.2124917,395.4852492,79,14,3717,361,Best
6730,6730,1024.130417,8,3,7,4,9,12,10.53,728.73,22.41371975,58.15336695,311.845955,79,17,4934,2935,Best
4407,4407,5143.4325,4,3,1,2,13,19,4.29,1448.2,100.8995845,608.5363724,94.90729314,96,0,2511,1802,Good
5496,5496,4275.931667,6,6,6,4,20,15,2.84,1387.17,175.3544553,211.7644558,320.4742555,88,17,3485,4438,Best
3373,3373,1307.996667,3,5,15,-100,29,19,13.25,931.32,45.03724454,48.27904023,327.4833819,72,16,2303,2059,Best
216,216,3969.5975,6,6,29,7,39,20,29.21,3818.57,248.5998859,167.656053,240.7038111,90,13,3392,799,Standard
5754,5754,1203.619583,7,7,8,1,17,10,16.42,1300.81,7.847698737,117.5037473,285.0105123,78,14,4372,4697,Best
6566,6566,6407.725,3,7,7,1,5,6,6.31,187.01,54.03972289,149.8087357,686.9240414,79,15,3558,2998,Best
4778,4778,7257.226667,9,6,22,5,52,15,-0.87,1479.71,220.1984405,138.4720078,607.0522184,89,9,3609,3608,Best
707,707,2930.128333,1,5,8,3,8,5,9.7,846.45,50.76844004,216.6493583,295.595035,78,17,3854,819,Best
6300,6300,4532.955,9,7,28,6,41,12,13.8,1394.29,244.3970313,163.5184689,295.3799998,77,14,2239,4261,Best
4271,4271,3127.545443,6,3,16,7,8,10,17.06,701.68,330.6764352,293.2924833,172.5519722,94,4,3039,2934,Good
116,116,12432.61,3,4,1138,-100,13,4,9.2,949.38,364.9151774,237.9183809,880.4274417,84,2,1957,3887,Good
585,585,2431.045,7,9,16,2,59,15,18.91,2203.46,35.63379962,42.37149862,405.0992018,99,8,1038,1544,Standard
4264,4264,1617.523333,8,6,14,2,29,9,10.79,767.58,26.83134355,162.4168266,252.5041632,72,16,2867,4357,Best
348,348,11662.86333,3,7,18,4,27,12,3.9,1151.7,348.6203965,364.0138411,713.6520957,78,17,4198,1459,Best
6637,6637,3320.508333,3,2,12,4,11,12,3.07,907.73,80.27175239,62.29897027,429.4801107,70,15,2086,638,Best
879,879,2693.353333,6,4,2091,7,19,20,10.61,465.04,103.4562133,151.7952645,274.0838556,74,15,3312,3363,Best
5296,5296,8050.89,8,5,18,2,5,15,10.35,128.35,153.4435514,513.8305287,427.8149199,77,14,3563,3876,Best
581,581,468.77,8,1112,29,6,62,17,19.34,2924.76,19.72792349,20.26932405,286.8797525,91,10,2797,2831,Standard
3667,3667,1649.9575,3,1,4,2,7,7,4.11,399.44,31.85522003,60.9197321,322.2207979,82,17,3542,1358,Best
954,954,2899.384167,4,4,1,4,32,10,7.37,1404.06,100.9154077,92.53224266,376.4907663,73,16,1502,4772,Best
2529,2529,12713.01,3,7,3,2,6,2,3.13,644.39,183.3830942,454.9945537,882.9233522,81,8,2478,405,Standard
4931,4931,1633.646667,4,3,6,1,32,19,7.81,1053.72,10.51161882,128.7939232,314.0591247,74,14,2011,4414,Best
4454,4454,6459.94,6,7,23,6,13,19,7.37,2692.66,289.471213,130.1021578,466.4206292,92,13,2664,4649,Standard
1501,1501,10886.16667,4,3,10,2,13,3,1.51,1295.2,201.7341928,278.6407942,848.2416798,73,18,4802,1838,Best
3961,3961,6136.948333,3,7,12,1,16,13,11.56,998.81,36.42229863,202.1254721,645.1470626,78,18,3312,3980,Best
1536,1536,11888.19333,5,2,4,3,3,0,4.67,1423.23,182.1604238,882.9449517,393.7139579,99,3,3027,3381,Good
7579,7579,1238.943333,8,3,11,6,16,20,23.01,1852.75,54.00190509,42.05815899,297.8342693,75,19,1465,1353,Best
6565,6565,6587.426667,7,5,29,8,43,16,19.32,2978.35,282.6396182,282.6644988,373.4385496,79,11,1397,2336,Best
6244,6244,1869.558333,8,6,31,6,32,17,29.75,3232.75,54.39768772,232.2601287,190.2980169,85,15,2962,4686,Best
5514,5514,4676.051667,6,7,8,3,14,9,11.36,1453.24,121.7858852,294.4555805,311.363701,70,12,2274,3302,Best
5134,5134,3030.334167,2,6,2,4,10,5,-5.5,1180.08,82.4514196,203.6261201,306.9558769,82,17,2115,3349,Best
1119,1119,836.18375,8,8,27,9,43,20,15.55,2526.03,49.36401455,26.6484886,277.6058718,83,5,2327,4205,Good
2293,2293,1455.300833,8,6,34,9,32,14,29.97,4983.86,87.18813971,51.23505955,297.1068841,81,9,4031,867,Standard
3640,3640,1106.229167,9,6,28,7,24,23,16.47,4749.97,50.99934528,75.83336607,243.7902053,75,14,2715,1410,Best
5430,5430,5245.66,10,8,24,5,21,19,16.34,1843.38,247.427591,123.2666762,423.8717328,86,14,2620,3753,Best
1707,1707,2282.086667,718,9,23,6,45,23,6.06,1882.15,100.5391541,26.37872178,341.2907908,84,9,2554,2867,Standard
4655,4655,1335.475417,8,7,7,1,8,16,11.82,776.59,10.38246434,146.8811917,266.2838856,87,16,4468,3909,Best
5364,5364,2284.845,4,6,19,6,10,7,13.81,220.17,81.39258259,37.87973146,359.2121859,74,14,4459,2447,Best
5118,5118,6579.436667,9,5,26,7,16,19,3.69,1729.78,375.6909458,235.7769248,296.4757961,77,16,3337,3819,Best
5317,5317,2480.740833,3,4,2,1,7,4,13.43,661.01,23.86391354,132.6033417,351.6068281,71,15,1206,2067,Best
5761,5761,14181.54333,2,3,3,2,24,11,10.41,1334.35,282.0051258,206.8256943,1169.323513,71,19,2350,3128,Best
1397,1397,828.6320833,8,3,6,2,13,10,6.48,289.73,15.35969679,12.39732768,295.1061839,79,14,4866,2921,Best
3688,3688,769.665,7,6,23,7,17,17,1.11,1881.18,27.28395086,30.12369742,309.5588517,90,15,3132,3537,Standard
4350,4350,8577.3225,8,4,12,7,21,15,7.27,1013.57,53299.0,394.2061151,317.4491984,73,17,1855,3168,Best
7070,7070,5233.76,4,4,9,4,14,9,8.47,584.85,166.1176527,51.5649126,545.6934347,78,13,3267,3213,Best
7381,7381,3802.061667,5,5,696,2,11,8,8.92,727.67,64.05620009,267.9942899,318.1556767,70,7,3043,2244,Best
651,651,3487.325,6,6,17,2,27,19,18.62,2206.86,43.1712988,317.9129512,267.64825,88,8,2097,2263,Standard
3289,3289,8717.7325,0,3,1,3,1,9,8.1,223.31,255.7449322,127.4303016,728.5980162,97,2,4648,1238,Good
5952,5952,4747.1825,8,9,17,9,55,22,17.83,3012.26,309.0463725,96.40880635,319.2630711,70,17,2667,1755,Best
6235,6235,3180.726667,3,3,19,1,13,20,1.75,1213.43,26.49571141,113.4749388,438.1020164,76,15,1223,1665,Best
6227,6227,7180.408333,3,3,6,1,12,11,0.97,301.42,40.58738628,105.5371538,821.9162932,76,18,2825,2185,Best
5192,5192,2166.859167,7,3,5,3,29,8,19.12,1374.76,44.81412898,176.7630181,265.1087696,74,18,3623,2047,Best
4168,4168,2624.730833,5,5,20,2,21,11,15.9,249.39,26.98874977,79.82707644,405.6572571,79,17,4163,2237,Best
5824,5824,1754.690833,8,4,15,4,25,8,17.75,15.18,59.95781113,116.331341,289.1799312,79,11,2811,3082,Best
3935,3935,1369.580417,5,7,17,1,5,16,10.64,1382.27,10.89907086,62.09417955,353.9647913,72,17,4797,595,Best
4912,4912,1092.068333,4,7,6,6,20,16,10.94,1067.95,29.06014322,136.4688276,233.6778625,75,19,2509,4250,Best
88,88,959.22875,4,3,10,2,30,15,11.8,1489.49,16.71930023,76.35527781,272.848297,83,19,3905,1072,Best
7198,7198,961.0658333,8,7,24,-100,48,24,20.28,3937.86,29.24052455,60.09529748,296.7707613,77,14,4705,4953,Best
4653,4653,4178.258333,3,5,12,3,29,20,7.7,404.88,113.6719262,48.17875045,505.9751567,76,17,2185,4580,Best
3680,3680,558.8295833,6,414,24,7,31,23,28.71,3992.71,51.51244452,21.06343443,233.3070794,98,17,1409,3643,Standard
4279,4279,4754.935,10,8,24,7,53,13,8.88,2667.13,199.8720241,183.9225635,341.6989123,94,10,1692,3686,Standard
7037,7037,2600.675,6,10,16,5,53,23,26.93,3912.19,106.0456042,297.6224748,146.3994211,74,16,4456,196,Best
6470,6470,4966.9825,10,10,31,6,30,19,19.84,2979.78,174.8188485,335.6468829,266.2325186,77,16,1948,3684,Best
934,934,4387.2725,6,4,20,3,18,14,8.01,1274.59,107.3294636,87.40521371,493.9925727,72,17,2883,3362,Best
3052,3052,2443.516667,6,5,33,7,28,19,2.25,3534.02,143.7928505,305.3311093,85.22770684,76,9,2888,3145,Standard
878,878,2693.353333,6,4,12,7,16,20,10.61,465.04,103.4562133,239.3017729,216.5773472,72,19,3705,4325,Best
4042,4042,2721.720833,4,5,9,3,3,7,2.84,7.44,64.56425916,99.70314021,397.904684,74,19,3454,1780,Best
5878,5878,5799.031667,3,5,15,1,9,12,14.56,1056.32,44.98159232,77.97321382,696.9483605,72,15,1364,1500,Best
6072,6072,3843.925,9,390,31,7,29,18,17.49,3813.3,165.6522317,290.5517652,218.1885031,72,0,2803,2350,Best
4611,4611,1457.750417,0,4,8,2,12,8,7.12,1078.95,23.34434152,100.2037611,292.226939,77,19,3392,1493,Best
5092,5092,12885.30667,1,6,11,3,16,11,-4.32,1078.49,362.4249714,440.7491647,745.3565306,76,15,3536,501,Best
3446,3446,4758.99,7,10,30,6,16,16,4.04,4569.66,192.165937,173.188867,400.544196,94,11,3122,1558,Standard
230,230,10541.52075,8,5,15,2,9,16,9.89,668.14,662.7777405,148.8875069,1061.919336,96,6,4480,2131,Good
2108,2108,10272.75859,0,5,3,1,3,1,4.06,1269.93,1260.246838,448.5761659,830.4294009,97,14,1155,956,Good
3622,3622,7138.25,8,5,19,6,21,23,26.95,4786.08,269.8535949,401.7203612,302.2510439,84,10,1584,4186,Standard
2305,2305,6540.426667,7,6,32,6,37,16,7.8,3056.29,240.7126201,262.6879084,410.6421382,82,18,4986,2817,Standard
2386,2386,4860.325,7,5,19,-100,38,24,26.39,3643.78,354.7672103,56.2908526,324.9744371,75,14,1219,2937,Best
4920,4920,10623.655,4,6,9,2,17,1,10.85,942.71,188.1861332,429.518801,694.6605658,79,18,2784,573,Best
1890,1890,4977.756667,8,6,8,2,22,11,4.16,461.13,84.26082494,281.274989,402.2398527,99,10,1628,4880,Standard
636,636,1859.7075,0,4,8,1,3,0,7.09,1118.37,8.821659719,18.18591758,398.9631727,95,1,1901,1362,Good
1370,1370,5242.9525,10,5,20,5,40,25,10.71,1400.16,178.7366155,206.871655,428.6869794,98,12,3680,1910,Standard
77,77,3007.461667,10,8,25,6,61,13,-2.46,2258.73,172.3825274,149.2678062,249.0958331,84,12,3587,4034,Standard
4552,4552,11738.73333,5,3,5,4,10,19,8.22,817.22,383.2384505,930.3586214,140.2762614,86,17,1458,3215,Best
5245,5245,1668.766667,4,5,14,4,13,21,9.74,1387.48,68.57490437,26.37307463,311.9286877,85,15,4965,336,Best
6240,6240,2868.609167,1,3,12,3,3,6,2.5,563.28,54.78797362,99.37477719,382.6981659,87,15,4879,2939,Best
2388,2388,4860.325,7,5,19,9,38,21,26.39,3643.78,354.7672103,117.9887046,263.2765851,78,15,4269,1300,Best
7268,7268,6562.305,3,4,18,-100,18,15,6.66,285.36,87.23420832,151.7492449,657.2470468,74,11,3730,4103,Best
2986,2986,2868.609167,1,3,12,3,3,7,2.5,563.28,54.78797362,355.8901046,166.1828384,77,19,1287,136,Best
6530,6530,713.0979167,9,5,15,8,55,19,18.52,4944.58,35.18044297,31.96415468,294.165194,73,14,2038,375,Best
6655,6655,2119.4425,7,4,7,2,30,7,9.4,1398.33,27.7670242,228.3677339,245.8094919,93,19,3153,3431,Best
6641,6641,3880.336667,8,4,17,5,13,19,16.35,773.73,178.1022658,33.242535,416.6888659,78,8,3484,2456,Best
6027,6027,4921.946667,5,4,5,2,5,11,11.89,1339.95,55.5815032,93.36479275,593.2483707,77,16,1802,1813,Best
2355,2355,4134.0225,7,5,27,4,23,20,4.92,1509.72,114.3106707,169.1904829,379.9010964,89,8,3680,2413,Standard
5844,5844,9104.58,5,7,5,3,24,10,5.49,1049.33,139.5659898,282.3622775,738.5297327,73,18,4101,3950,Best
6039,6039,1142.790833,8,8,22,7,42,15,24.17,3699.44,50.96087828,54.53530139,278.7829037,72,18,3422,3712,Best
7547,7547,1255.6175,5,3,7,2,16,15,17.01,55.46,18.46749417,28.06588572,339.0283701,88,11,2932,2128,Best
3264,3264,13446.06333,3,3,10,2,5,0,3.91,340.43,198.6325661,196.4032838,1189.570483,82,10,4303,305,Standard
7375,7375,986.3270833,3,7,19,4,26,15,5.98,431.78,17.60819157,129.3504134,241.6741033,83,15,4967,2233,Best
2350,2350,4134.0225,7,5,27,-100,18,18,4.92,1509.72,114.3106707,47.05142113,502.0401582,85,16,3619,1478,Standard
7319,7319,1303.93875,1,1,7,1,7,7,5.06,1008.32,11.73209087,138.2614539,270.4003302,87,17,2175,925,Best
1339,1339,5207.17,7,8,4263,6,61,20,21.18,4474.29,156.5961642,424.7559666,209.3648692,98,19,1114,3138,Best
3453,3453,2905.145833,7,7,8,4,7,19,3.8,776.86,73.28505692,122.9658894,344.2636371,78,15,1716,1758,Best
1478,1478,1829.29,3,6,2,1,5,9,8.57,965.09,16.25873023,143.1272475,313.5430223,96,1,3924,2198,Good
6233,6233,980.55375,3,6,8,3,16,9,1.27,1145.9,32.55670391,23.859598,291.6390731,79,16,1571,1888,Best
6149,6149,2868.753333,9,7,26,6,32,21,23.8,3513.18,140.7913101,73.55969819,312.524325,98,18,3976,840,Best
4470,4470,3348.785833,0,4,2,2,10,5,1.9,1357.79,37.64206805,59.50974277,487.7267725,76,17,4429,866,Best
5361,5361,7564.58,5,2,15,1,11,20,10.24,166.72,64.35019527,613.6671416,358.4406631,72,18,2189,2388,Best
1683,1683,4626.993333,4,5,7,1,0,3,8.07,949.65,25.65855794,260.221191,456.8195844,71,6,4551,4742,Good
3223,3223,3864.0125,3,6,7,5,30,9,4.4,859.42,155.2601366,73.98918162,417.1519318,89,17,3980,1433,Best
5232,5232,7036.9425,4,6,3,-100,26,15,5.34,437.82,39.67611651,194.1943488,749.8237847,75,12,2089,4708,Best
1305,1305,6383.793333,7,9,24,9,48,16,22.04,2828.24,346.2966996,371.6717435,190.4108902,73,10,1740,3036,Standard
3581,3581,5937.53,8,3,6,7,28,9,9.12,1476.9,305.4321968,381.76293,166.5578732,95,6,4894,478,Good
1895,1895,1255.061667,7,7,27,5,10,10,10.93,2324.66,46.55013311,160.5658629,208.3901706,89,14,1787,2383,Standard
1935,1935,2588.165,2,5,4,3,8,5,9.11,451.72,66.4004325,40.02023956,392.3958279,94,0,3220,3982,Good
4026,4026,666.4933333,6,5,32,7,54,18,26.92,3293.1,44.01212564,63.08327001,239.5539377,97,11,4199,3887,Standard
