Property_Type,Property_Area,Number_of_Windows,Number_of_Doors,Furnishing,Frequency_of_Powercuts,Power_Backup,Water_Supply,Traffic_Density_Score,Crime_Rate,Dust_and_Noise,Air_Quality_Index,Neighborhood_Review,aqi_range
0,368,3,3,0,0,0,3,7.83,2,1,165,3.44,3
3,1913,11,2,2,0,0,0,7.52,0,1,117,3.82,2
1,1936,5,3,1,1,0,3,6.45,0,1,142,4.11,2
0,512,4,1,1,2,0,3,6.17,0,1,93,3.54,1
1,1162,2,1,0,0,0,3,6.39,0,0,85,4.81,1
0,883,4,2,0,1,0,2,5.71,0,1,117,3.83,2
0,905,1,2,2,2,1,1,4.97,1,1,118,2.26,2
4,335,2,1,1,0,1,3,8.77,3,2,140,2.78,2
1,1420,2,1,1,1,0,0,6.34,0,1,153,3.15,3
0,169,3,3,0,0,1,2,6.32,1,1,169,3.76,3
3,2797,10,5,0,0,0,2,6.95,3,1,121,2.56,2
4,354,1,1,0,0,1,2,6.45,1,1,92,3.86,1
1,1207,3,3,1,0,0,3,4.65,1,1,86,4.19,1
2,1258,4,1,1,0,1,3,4.81,1,1,98,4.17,1
1,1446,4,4,1,0,0,1,6.84,1,1,142,3.48,2
0,909,1,3,1,0,1,2,6.12,1,1,123,3.82,2
2,587,7,3,0,0,1,0,6.72,2,1,154,2.52,3
1,2027,2,4,1,0,0,3,8.7,1,2,163,4.0,3
0,325,4,2,0,3,0,-1,6.51,0,1,116,2.88,2
2,1266,5,1,0,0,0,2,5.94,1,1,90,3.86,1
0,118,4,3,2,1,0,2,8.25,2,2,187,2.41,3
1,1735,2,4,1,0,0,2,4.45,0,1,88,4.5,1
2,965,7,1,1,0,0,2,6.8,0,1,104,4.47,2
1,2206,4,2,2,3,0,3,5.76,1,1,101,2.28,2
4,253,2,1,1,2,0,1,4.36,1,1,82,2.31,1
1,1469,5,1,1,0,0,2,5.16,1,1,89,3.87,1
2,1114,4,2,2,0,0,3,6.65,3,1,92,2.91,1
3,2254,10,3,1,0,0,3,5.72,1,1,114,4.15,2
0,921,3,2,1,1,0,3,7.69,0,1,166,4.07,3
1,1897,3,1,1,1,0,3,5.83,1,1,119,3.51,2
0,255,3,1,0,1,0,2,6.37,1,1,148,3.16,2
3,3233,7,6,2,1,0,3,7.46,1,1,90,3.54,1
4,234,3,2,2,0,1,2,4.91,1,1,98,3.86,1
3,2651,10,3,0,0,0,1,4.22,1,1,85,3.57,1
2,1095,5,1,1,0,0,3,6.33,0,1,96,4.79,1
0,888,1,2,0,1,0,3,7.35,0,1,117,4.13,2
1,1535,4,4,2,1,0,3,7.78,2,1,170,2.81,3
0,719,1,3,1,0,0,3,7.23,3,1,119,2.88,2
0,339,1,3,2,1,1,1,6.76,0,1,162,3.45,3
3,1815,8,6,0,0,0,1,7.44,1,1,98,3.53,1
2,507,6,2,1,1,1,3,6.54,0,1,155,4.09,3
0,508,4,1,2,3,1,2,5.43,0,1,114,2.58,2
1,2016,4,1,1,0,0,2,5.33,1,1,92,3.86,1
1,1636,4,1,1,2,0,2,4.41,1,1,94,2.61,1
1,1274,3,4,1,1,0,2,7.55,0,1,143,3.79,2
5,324,3,3,1,1,0,1,6.88,1,1,137,2.86,2
1,1665,4,4,1,2,0,3,6.31,0,1,98,3.54,1
1,1480,3,4,2,0,1,1,6.94,0,1,163,4.08,3
0,836,3,3,2,1,1,1,6.5,0,1,139,3.48,2
0,160,3,2,1,0,0,2,6.47,0,1,85,4.49,1
0,164,2,3,1,1,0,3,6.31,1,1,119,3.51,2
1,1629,3,3,2,1,1,3,7.19,0,1,83,4.18,1
1,1292,3,2,1,0,0,3,3.25,0,0,78,4.9,1
0,383,3,3,0,0,0,3,3.98,0,0,3,4.99,0
2,784,6,2,1,0,0,3,5.49,1,1,111,4.15,2
1,1562,4,2,2,0,1,3,3.93,1,0,84,4.26,1
1,1972,5,3,0,0,0,1,7.59,0,1,108,4.14,2
2,1258,5,2,2,0,0,3,7.26,1,1,135,4.11,2
0,184,4,3,1,1,1,2,8.67,0,2,126,3.74,2
1,1934,2,2,1,1,0,3,7.24,0,1,89,4.17,1
4,200,3,1,1,0,0,1,6.13,3,1,135,2.24,2
3,2586,13,4,0,0,1,2,6.02,3,0,117,2.63,2
1,1399,5,2,1,0,0,3,4.25,1,1,81,4.2,1
3,3210,10,6,1,0,0,3,5.02,1,1,84,4.19,1
4,498,3,2,0,0,0,2,4.85,2,1,117,3.21,2
3,2362,13,5,0,0,-1,3,6.74,3,1,168,2.82,3
5,345,1,1,0,0,0,1,6.03,1,1,123,3.51,2
2,664,5,1,0,0,1,1,6.15,0,1,81,4.19,1
2,620,4,1,1,1,0,3,7.4,1,1,85,3.55,1
0,204,4,2,1,0,0,2,5.69,0,1,96,4.48,1
0,318,3,1,0,1,0,3,7.79,0,1,115,4.13,2
0,218,2,2,1,0,0,2,7.2,0,1,104,4.46,2
1,2158,4,1,1,0,0,1,7.45,0,1,113,4.14,2
3,3781,11,3,0,0,0,3,6.89,0,1,138,4.74,2
2,1287,7,2,0,1,0,3,7.05,3,1,147,2.21,2
0,545,4,3,1,1,0,1,6.21,0,1,107,3.52,2
1,5071,5,4,1,0,0,3,6.25,0,1,124,4.76,2
2,817,4,1,1,0,0,1,6.36,2,1,130,2.87,2
0,518,3,3,1,0,0,3,6.8,0,1,159,4.71,3
0,888,2,2,2,1,0,3,7.3,0,1,84,4.17,1
0,492,4,2,0,2,0,3,6.54,2,1,107,2.27,2
3,2777,11,5,1,2,0,2,7.68,0,1,155,3.14,3
3,3280,7,6,1,0,0,2,4.69,1,1,119,3.83,2
2,923,5,2,1,0,1,3,7.9,0,1,125,4.75,2
1,1375,5,2,1,0,0,3,6.44,0,1,159,4.71,3
2,444,4,1,1,2,0,3,5.09,0,1,83,3.56,1
0,687,1,1,0,0,0,3,5.6,2,1,104,3.53,2
1,1965,2,4,1,0,0,3,6.16,0,1,149,4.73,2
0,385,3,3,0,0,0,3,5.77,1,1,98,4.17,1
1,1556,5,3,1,0,0,0,6.42,0,1,84,3.87,1
1,1359,2,3,1,1,0,2,6.31,0,0,90,3.86,1
0,689,1,2,1,0,0,3,7.65,0,1,95,4.79,1
1,1874,2,2,2,3,0,3,6.23,0,1,145,2.85,2
3,3672,8,3,1,2,0,3,5.14,2,1,91,2.3,1
2,435,5,2,1,0,0,1,5.53,1,1,92,3.55,1
2,1232,5,2,1,0,0,3,6.85,0,1,119,4.76,2
1,1554,4,1,1,0,0,3,5.64,1,1,116,4.14,2
3,2186,6,6,1,0,1,2,2.89,0,0,82,4.58,1
0,922,1,3,0,0,0,1,5.17,1,2,108,3.47,2
4,289,3,1,1,2,0,3,6.06,0,1,166,3.45,3
2,1132,6,1,1,0,0,3,4.49,0,1,89,4.81,1
4,408,3,2,1,0,0,3,7.33,0,1,159,4.08,3
0,735,4,2,2,1,0,2,4.92,1,1,112,3.21,2
4,216,2,1,0,2,0,3,7.81,0,1,123,3.49,2
2,914,5,1,2,0,0,1,3.83,0,0,85,4.26,1
0,821,1,1,1,0,0,0,6.93,3,1,118,1.94,2
4,306,3,1,2,0,0,2,6.97,0,1,135,4.43,2
2,1290,6,2,0,0,0,3,4.73,1,1,113,4.15,2
3,2853,9,2,2,0,-1,2,6.99,2,1,93,3.22,1
0,933,4,1,2,0,-1,3,7.35,0,1,129,4.75,2
2,849,7,1,2,0,0,3,8.3,2,2,196,3.34,3
1,2295,5,3,2,0,0,3,6.02,0,1,150,4.73,2
1,2209,4,2,0,1,0,3,7.71,0,1,168,4.07,3
2,642,7,1,1,2,0,3,8.02,2,2,133,2.16,2
3,3308,8,6,1,0,0,3,6.42,1,1,159,4.09,3
1,1954,4,2,1,1,0,0,8.21,0,2,127,3.11,2
1,2244,3,3,1,0,0,3,7.42,1,0,148,4.16,2
0,675,1,3,2,1,0,3,7.02,0,1,147,4.1,2
4,480,0,1,1,0,0,1,7.87,2,1,110,2.88,2
3,4165,12,2,2,0,0,3,7.45,0,1,107,4.77,2
0,828,4,3,1,0,0,3,7.74,0,1,152,4.71,3
3,2815,9,4,0,1,0,1,4.65,1,1,85,2.93,1
0,735,3,2,2,1,1,1,6.47,0,1,111,3.52,2
5,236,3,1,1,1,0,3,6.77,0,1,107,4.15,2
5,556,1,1,1,0,0,3,6.61,2,1,123,3.5,2
1,1816,5,3,2,1,0,1,6.92,0,1,164,3.45,3
0,464,2,2,1,1,0,1,5.44,1,1,115,2.89,2
1,1248,2,4,2,1,0,1,6.31,0,1,83,3.55,1
3,3733,12,2,2,1,0,2,6.72,0,1,114,3.83,2
1,1432,3,3,1,0,-1,1,3.67,1,0,94,3.62,1
2,1196,6,3,1,0,0,1,7.96,0,1,143,4.1,2
4,280,2,1,0,0,1,1,6.02,0,1,164,4.08,3
1,1346,2,2,1,0,1,0,7.08,1,1,131,3.18,2
2,547,7,1,1,0,0,2,6.11,0,1,80,4.5,1
2,1293,5,2,1,0,1,3,7.44,0,1,114,4.76,2
0,971,1,2,1,0,1,3,4.88,1,1,112,4.15,2
0,319,2,1,1,0,0,3,5.35,1,1,90,4.18,1
1,1616,3,2,1,0,0,1,6.5,0,1,84,4.18,1
1,1109,5,1,1,1,0,2,6.35,1,1,169,3.13,3
0,950,1,3,0,2,0,2,5.33,1,1,105,2.59,2
0,319,3,3,1,1,0,-1,6.84,3,2,156,1.89,3
1,2290,4,1,0,1,0,1,7.8,1,1,118,2.87,2
0,439,1,3,0,3,0,3,7.16,3,2,341,0.95,5
3,3476,6,3,1,0,0,3,6.6,0,1,163,4.71,3
3,1959,12,4,0,0,0,-1,6.96,0,1,88,4.8,1
1,1607,3,1,1,0,1,3,7.57,0,1,134,4.74,2
0,874,1,2,0,1,0,3,7.82,0,1,167,4.07,3
0,562,1,1,1,0,0,3,6.94,1,1,87,4.17,1
0,235,4,1,1,1,0,3,4.69,1,1,85,3.56,1
2,433,4,3,0,1,1,0,6.86,0,1,109,3.2,2
0,172,1,1,2,0,0,3,5.48,1,1,118,4.14,2
0,769,2,3,2,0,1,3,6.1,0,1,95,4.8,1
0,738,3,3,1,1,1,2,6.47,0,1,109,3.83,2
0,221,1,2,2,0,0,3,6.26,0,1,140,4.74,2
2,1101,7,1,0,0,-1,3,6.06,2,1,121,3.51,2
0,858,3,3,2,1,1,3,6.67,0,1,124,4.13,2
1,1426,4,1,2,1,1,2,5.05,1,1,120,3.2,2
0,594,1,1,1,0,0,0,6.31,1,1,161,3.14,3
0,638,4,2,2,2,1,3,6.9,1,2,160,2.83,3
1,2011,2,2,2,1,0,1,6.59,3,1,323,1.64,5
0,350,1,1,1,0,0,1,6.91,1,1,85,2.92,1
4,201,3,2,1,0,0,3,7.99,0,1,167,4.69,3
4,217,1,2,2,1,1,3,5.97,1,1,101,3.53,2
3,2723,12,5,2,0,1,3,7.0,0,1,107,4.78,2
3,2316,10,6,1,0,0,2,7.11,0,1,158,3.77,3
0,296,1,3,1,0,0,3,7.6,3,1,90,2.91,1
0,298,3,2,1,0,0,3,5.43,2,1,95,3.54,1
0,723,3,2,0,0,1,2,8.18,0,1,139,4.41,2
1,1837,5,4,1,2,0,3,6.75,2,1,118,2.25,2
1,1204,5,2,1,0,1,1,7.05,0,1,86,4.17,1
4,482,1,2,1,2,0,3,6.17,0,1,84,3.55,1
2,857,4,1,0,0,0,1,5.34,0,1,120,4.14,2
3,3096,13,5,1,1,1,3,5.73,1,1,107,3.53,2
2,1024,6,1,2,0,0,1,6.46,1,1,114,3.51,2
1,1824,2,2,1,0,0,1,8.14,2,2,149,2.77,2
1,1243,4,3,2,3,-1,3,7.12,1,1,120,2.25,2
1,1493,3,1,2,1,1,3,6.47,0,1,100,4.16,1
0,287,1,2,1,0,0,2,4.35,2,1,119,3.21,2
0,862,3,1,2,0,0,3,4.68,1,1,86,4.19,1
4,398,1,2,1,3,0,2,5.19,1,1,111,1.96,2
0,502,3,3,1,0,0,3,8.24,2,2,153,3.39,3
0,293,1,2,2,0,0,3,6.56,0,0,139,4.8,2
0,924,4,1,0,0,0,3,6.34,0,1,166,3.45,3
0,285,2,2,1,0,0,3,7.69,2,2,111,3.45,2
1,1791,5,2,0,0,0,2,6.12,1,1,162,3.77,3
4,300,2,1,1,0,0,1,7.27,0,1,129,4.12,2
5,836,2,3,1,0,0,1,7.82,0,1,109,4.14,2
0,265,3,1,1,0,0,1,8.8,0,0,154,4.14,3
1,1384,5,1,1,2,0,2,6.87,0,1,120,3.19,2
3,2764,14,3,0,0,0,2,6.02,0,1,829,4.43,5
1,1946,4,4,2,0,0,1,7.61,1,1,128,3.49,2
0,872,2,1,1,1,0,3,6.3,3,1,140,2.23,2
1,1370,5,2,1,0,0,1,7.51,2,1,145,2.84,2
0,464,4,1,0,0,0,1,6.14,0,1,146,4.1,2
0,253,2,3,1,0,0,3,7.18,0,1,99,4.78,1
4,313,1,1,1,0,1,3,7.32,1,1,95,4.16,1
4,389,1,1,2,0,0,3,4.42,1,1,95,4.18,1
0,640,4,2,2,0,0,3,5.64,1,1,106,4.16,2
0,841,4,2,2,0,0,2,6.69,0,1,157,4.4,3
1,1548,4,4,1,2,0,2,7.06,0,1,125,3.18,2
0,118,3,2,2,3,0,3,8.26,0,2,137,2.16,2
0,620,3,2,1,0,0,1,7.02,0,1,156,4.09,3
2,960,4,1,1,1,1,-1,7.46,1,1,148,2.84,2
4,410,2,1,0,0,0,3,8.13,0,2,120,4.69,2
0,964,1,1,1,0,0,3,8.64,0,2,138,4.66,2
0,914,3,2,2,0,0,3,8.33,3,2,144,2.77,2
0,388,3,1,1,0,0,1,5.45,1,1,106,3.53,2
1,1381,5,1,0,0,0,2,7.17,0,0,136,4.49,2
0,311,4,3,1,0,0,3,5.02,1,1,94,4.18,1
0,482,3,1,2,1,1,2,6.41,0,1,98,3.85,1
4,294,0,2,1,1,0,3,7.06,0,1,143,4.1,2
1,2074,3,1,0,1,0,3,6.78,1,1,147,3.47,2
3,1876,12,5,1,0,0,3,3.78,2,0,57,3.67,1
0,821,4,3,0,1,0,3,5.39,1,1,91,3.55,1
0,542,4,3,0,0,0,2,7.5,0,1,85,4.49,1
0,282,3,2,1,0,0,1,6.6,3,1,83,1.67,1
1,2062,2,3,1,0,0,3,6.71,3,1,114,2.89,2
3,2795,14,2,2,0,0,3,6.16,1,1,97,4.17,1
5,1038,4,1,1,1,0,1,6.53,2,1,112,2.26,2
0,978,4,1,1,0,0,3,3.69,2,0,8,3.73,0
1,1576,4,3,1,0,-1,3,4.73,1,1,81,4.19,1
0,751,1,3,0,0,1,3,6.27,1,0,159,4.15,3
0,845,1,3,0,0,0,3,5.77,0,1,119,4.77,2
0,396,4,3,2,0,0,2,6.42,0,1,91,4.49,1
3,3623,5,4,1,2,0,3,5.05,1,1,120,2.89,2
0,592,3,3,1,1,0,3,4.95,1,1,119,3.52,2
0,621,1,1,1,0,0,3,6.62,0,1,154,4.72,3
4,372,1,1,0,0,0,2,5.95,1,1,89,3.86,1
3,4003,7,6,1,1,0,2,4.72,1,1,108,3.22,2
0,157,3,1,1,0,1,0,6.64,0,1,153,3.78,3
1,1997,4,1,2,0,1,3,5.1,1,1,113,4.15,2
3,4073,10,2,1,1,0,3,8.98,0,2,173,3.99,3
2,581,4,2,1,0,1,3,6.5,1,1,99,4.16,1
1,2118,4,1,1,0,0,2,7.91,0,1,114,4.45,2
0,117,1,2,1,0,0,2,6.97,0,1,131,4.43,2
1,2134,4,1,0,1,1,3,4.14,0,1,117,4.15,2
0,223,3,1,2,1,1,3,4.36,1,1,107,3.54,2
4,443,1,1,1,1,0,2,5.57,0,1,85,3.87,1
0,942,2,1,0,0,0,3,5.91,0,1,105,4.78,2
0,754,3,1,1,1,0,1,5.0,1,2,107,2.84,2
3,3445,14,5,1,0,0,1,5.73,0,1,111,4.15,2
1,1655,4,1,1,1,0,1,7.85,0,1,137,3.48,2
2,1272,6,3,2,1,0,3,5.76,0,1,88,4.18,1
5,1529,2,2,0,0,0,2,6.95,0,2,92,4.42,1
0,695,4,3,1,0,0,2,8.02,0,2,186,4.29,3
0,516,3,2,1,1,0,2,5.89,2,1,85,2.61,1
1,1731,5,4,1,1,1,3,6.11,3,0,84,2.3,1
0,458,4,1,1,0,1,3,6.66,0,1,149,4.72,2
1,15124,5,3,0,1,0,2,5.45,0,1,91,3.86,1
3,3056,5,4,1,1,0,3,4.28,1,1,119,3.52,2
1,1114,3,1,1,0,0,1,7.37,2,1,127,2.87,2
3,2047,4,2,1,0,0,2,7.43,0,1,80,4.49,1
3,3100,6,2,2,1,0,3,5.16,0,1,99,4.17,1
3,3745,5,4,0,0,0,3,7.86,0,1,104,4.77,2
0,298,3,1,1,2,0,0,5.52,0,1,105,2.59,2
1,1214,4,1,0,3,0,2,7.48,0,1,118,2.56,2
0,984,1,3,2,0,1,2,6.4,2,1,129,3.18,2
1,1370,3,2,0,0,0,3,6.84,0,1,158,4.71,3
1,1953,2,2,0,0,0,0,5.93,0,1,108,3.84,2
1,1925,2,3,0,1,0,2,4.4,0,1,81,3.88,1
2,554,7,2,2,0,0,3,6.26,0,1,139,4.74,2
0,925,2,2,1,0,1,3,5.89,1,1,100,4.16,1
0,681,1,2,2,0,0,3,5.15,1,1,94,4.18,1
1,1583,2,1,1,1,0,3,6.04,0,1,136,4.12,2
1,1802,5,3,1,1,0,0,4.94,2,1,508,1.98,5
4,435,3,1,1,1,1,2,7.29,3,1,148,1.9,2
1,1160,2,1,1,0,0,2,5.58,0,1,91,4.49,1
0,151,3,2,2,0,0,2,4.77,0,1,89,4.5,1
3,3654,12,5,1,0,0,2,6.68,1,1,93,3.85,1
0,841,2,2,2,1,0,2,5.23,1,1,106,3.22,2
2,400,6,3,0,1,0,3,7.15,1,1,85,3.55,1
0,908,2,1,1,0,0,3,7.64,1,1,87,4.17,1
1,1497,3,2,2,1,0,3,8.35,2,2,542,2.75,5
3,2003,5,6,1,0,0,3,6.43,3,1,89,2.92,1
3,2844,12,3,0,0,0,2,4.87,1,2,80,3.82,1
0,466,2,1,1,0,0,2,6.34,0,1,135,4.43,2
4,443,3,1,1,2,0,3,6.36,2,1,83,2.3,1
2,727,4,1,1,0,0,2,7.0,3,1,81,2.61,1
1,2094,4,4,0,1,0,2,6.98,2,1,109,2.58,2
0,917,4,3,2,1,1,2,5.81,2,1,93,2.6,1
4,352,0,1,2,0,0,3,5.45,2,1,112,3.52,2
1,2192,3,2,0,0,1,2,7.92,1,1,81,3.86,1
1,1128,5,2,1,0,1,3,7.33,0,1,90,4.79,1
2,1072,5,1,1,0,1,3,8.55,3,2,137,2.78,2
0,547,1,2,1,3,0,3,8.5,2,2,168,1.49,3
1,1319,5,3,1,0,0,1,5.3,1,1,97,3.54,1
1,2054,4,1,1,1,0,3,5.52,1,1,83,3.56,1
1,2055,4,3,1,1,0,1,5.92,2,1,109,2.27,2
0,631,2,1,1,0,0,0,5.51,0,1,103,3.85,2
2,905,4,1,2,0,1,1,6.84,0,1,89,4.17,1
0,985,1,3,1,0,1,1,8.41,2,2,196,2.71,3
2,720,5,1,1,2,0,1,2.66,0,0,42,3.06,0
1,23950,5,4,0,0,0,2,5.5,0,1,96,4.48,1
1,1305,3,3,2,1,0,2,6.93,0,1,144,3.79,2
0,713,2,1,0,0,1,2,6.06,0,1,112,4.46,2
0,435,4,3,1,0,0,0,7.0,0,1,112,3.83,2
3,2316,15,4,1,0,0,1,5.44,1,1,93,1.66,1
0,345,4,3,0,0,0,1,5.57,1,1,81,3.56,1
0,487,4,1,0,1,0,3,6.6,0,1,122,4.13,2
0,362,4,3,1,0,1,2,5.97,1,1,85,3.87,1
1,1841,3,4,0,1,1,1,6.27,3,1,138,1.6,2
3,3303,7,6,1,1,0,3,5.68,0,1,114,4.15,2
0,155,3,3,2,0,0,3,4.59,1,1,113,4.16,2
2,949,4,2,1,0,0,3,7.03,0,1,114,4.77,2
2,859,6,1,0,1,1,2,7.26,1,1,126,3.18,2
1,1134,2,1,0,1,0,3,7.69,1,1,109,3.51,2
3,2001,8,5,1,1,0,3,8.04,0,2,125,4.06,2
1,1954,4,2,1,0,0,3,7.49,0,1,156,4.71,3
1,1856,4,4,1,0,1,3,5.77,2,1,104,3.53,2
4,280,2,1,1,1,0,3,8.19,0,2,142,4.03,2
1,2167,2,3,0,0,0,3,8.12,3,2,139,2.78,2
1,1334,2,1,0,0,1,1,5.15,2,1,85,2.93,1
1,2086,4,2,1,1,0,3,5.71,1,1,116,3.52,2
0,749,4,2,0,0,1,3,7.81,0,1,115,4.76,2
0,164,3,1,0,1,0,1,8.35,0,2,173,3.37,3
1,1957,4,1,1,0,1,2,5.59,1,1,103,3.85,2
2,915,6,1,1,0,1,3,7.72,0,1,124,4.75,2
2,799,5,3,1,0,0,1,5.66,0,0,91,4.24,1
1,1875,2,4,1,1,0,3,6.38,0,1,128,4.13,2
1,1642,4,3,0,0,0,3,6.33,2,1,141,3.48,2
0,679,1,3,1,0,0,3,7.23,0,1,169,4.07,3
3,2287,4,4,1,1,1,1,6.29,3,1,170,1.56,3
1,1931,4,1,1,0,0,0,6.46,2,1,110,2.58,2
0,460,3,1,1,1,0,3,4.06,0,1,120,4.15,2
1,1966,4,4,2,0,0,3,6.55,0,1,122,4.76,2
4,343,3,2,2,1,0,1,6.62,1,1,154,2.84,3
1,1919,2,2,1,1,1,1,6.75,0,1,157,3.46,3
1,1555,4,2,2,0,0,2,5.24,1,1,90,3.87,1
0,107,4,2,1,1,0,3,6.73,1,2,136,3.42,2
3,3944,6,4,0,0,1,0,7.16,2,1,84,2.61,1
1,1861,3,2,1,0,1,2,7.32,0,1,96,4.47,1
4,489,3,1,1,0,0,3,4.4,1,1,98,4.18,1
0,513,2,3,1,0,0,2,6.83,0,1,104,4.47,2
1,1711,4,4,0,0,0,3,6.63,0,1,134,4.74,2
0,548,1,1,2,0,0,1,7.13,0,1,121,4.13,2
1,2096,3,2,1,0,0,2,6.92,1,1,132,3.8,2
0,866,4,2,0,1,0,1,5.53,0,1,83,3.56,1
1,1346,3,4,1,2,0,3,4.97,1,1,120,2.89,2
2,1271,6,2,1,0,0,2,4.7,0,1,90,4.5,1
2,1296,5,3,0,0,0,3,6.82,2,1,133,3.49,2
1,1591,2,2,1,0,0,3,7.11,2,1,88,2.92,1
2,1196,4,2,1,0,1,2,7.4,0,1,125,4.44,2
0,110,3,1,2,1,0,1,7.25,2,1,156,2.2,3
3,2707,15,3,0,0,1,3,6.53,3,1,135,2.86,2
4,489,3,2,1,0,0,3,6.84,0,1,134,4.74,2
1,1861,5,4,0,0,1,3,8.58,2,2,179,2.73,3
1,1518,4,2,1,0,0,1,7.86,0,1,119,4.13,2
1,1838,3,4,0,0,0,3,5.88,1,1,114,4.15,2
0,799,3,1,1,0,0,2,7.36,0,1,150,4.41,2
1,2270,2,2,1,1,1,1,7.1,0,1,153,3.46,3
0,606,2,3,1,0,0,1,7.12,2,1,96,2.91,1
0,205,3,1,2,0,0,1,4.73,0,1,114,4.15,2
0,766,4,2,0,0,0,2,5.69,1,1,101,3.85,2
2,9943,5,1,1,1,1,2,6.78,1,1,96,3.22,1
0,996,1,1,1,2,0,3,4.07,2,1,96,2.3,1
1,1876,5,3,0,0,1,3,7.61,0,1,110,4.77,2
0,362,2,1,2,0,1,2,7.49,0,1,107,4.46,2
1,1144,2,2,1,0,0,0,5.36,1,1,113,3.21,2
0,913,2,2,2,0,0,-1,7.4,1,1,129,4.12,2
0,762,3,1,1,0,1,3,7.38,0,1,146,4.72,2
1,1392,2,4,2,0,0,1,3.64,1,0,100,3.61,1
1,2102,5,2,0,0,0,3,4.33,1,1,109,4.16,2
2,835,5,2,0,0,1,3,6.51,0,1,90,4.8,1
0,579,3,1,0,0,0,1,8.2,2,2,185,2.72,3
0,797,1,1,1,1,0,2,4.78,1,1,106,3.22,2
0,896,3,2,1,0,-1,2,5.69,1,1,118,3.83,2
0,616,4,2,1,0,1,1,6.49,3,1,99,2.28,1
3,3933,5,6,1,2,0,1,5.96,0,1,85,2.93,1
3,3706,10,6,1,1,0,3,7.54,0,1,98,4.16,1
0,605,1,2,1,0,0,3,6.41,0,1,164,4.71,3
2,845,7,3,1,0,0,2,7.16,3,1,144,2.53,2
0,816,3,3,1,0,0,3,6.94,0,1,102,4.78,2
1,1954,2,3,1,1,-1,3,5.22,1,1,113,3.52,2
0,376,2,1,1,0,0,3,7.21,0,0,95,4.85,1
0,262,2,1,1,2,0,2,6.68,1,1,121,2.56,2
0,652,1,2,1,0,0,2,5.69,1,1,114,3.83,2
3,3059,6,3,1,0,0,1,7.28,0,1,127,4.12,2
2,1006,7,2,1,0,0,2,6.21,2,1,125,3.19,2
1,1130,2,1,2,0,0,3,8.45,1,2,163,4.01,3
1,1167,3,3,0,1,0,0,6.22,0,1,81,3.24,1
1,2053,4,3,0,3,0,2,7.89,1,1,155,1.89,3
0,962,2,3,1,0,0,2,6.29,0,1,149,4.41,2
0,588,1,1,1,2,1,3,3.68,1,0,83,3.01,1
0,509,1,2,0,1,0,2,6.31,0,1,877,3.84,5
1,2024,4,4,2,1,0,2,5.39,2,1,110,2.59,2
1,2112,2,3,1,2,1,2,6.66,0,1,152,3.15,3
1,1616,5,3,1,0,0,1,5.07,1,1,119,3.52,2
1,1256,5,4,1,0,0,3,7.39,0,1,140,4.73,2
4,347,0,2,0,1,0,3,6.4,3,2,165,2.13,3
0,239,3,2,1,0,0,3,4.58,0,1,102,4.8,2
2,1157,6,1,1,0,0,3,7.03,0,1,116,4.76,2
0,971,2,2,0,0,0,1,6.57,0,2,103,4.09,2
2,423,7,2,1,0,0,1,6.63,0,1,103,4.15,2
2,1098,4,3,1,0,0,2,6.23,0,1,99,4.48,1
0,254,2,1,1,0,0,3,7.15,0,1,113,4.77,2
3,2053,14,3,1,0,0,3,7.79,1,1,159,4.08,3
2,1298,6,2,2,0,0,1,7.55,3,1,108,2.26,2
2,1266,6,3,1,0,0,0,4.53,1,1,117,3.21,2
0,767,4,2,0,0,0,2,5.23,1,1,87,3.87,1
0,829,4,2,1,0,0,1,6.07,1,1,83,3.56,1
2,1127,6,3,0,3,1,3,5.61,1,1,100,2.28,1
0,989,1,3,0,0,0,2,6.6,0,1,161,4.4,3
4,221,2,2,0,0,0,1,7.68,0,1,80,4.18,1
0,716,2,2,1,0,0,3,7.34,1,1,140,4.1,2
3,2399,9,5,1,1,0,3,7.56,0,1,124,4.12,2
0,680,1,1,0,0,0,1,5.41,1,1,104,3.53,2
2,1071,4,3,1,0,1,3,6.06,3,1,103,2.9,2
0,461,4,1,0,0,0,2,8.2,3,2,133,2.48,2
0,192,2,3,1,0,0,0,6.16,2,1,151,2.53,3
4,451,2,2,2,2,0,0,7.1,0,1,114,2.57,2
4,398,2,2,2,0,0,3,7.3,0,1,161,4.71,3
0,343,1,3,0,0,0,3,7.61,3,1,90,2.91,1
0,665,3,3,1,0,0,1,6.76,0,1,83,4.18,1
0,705,1,1,0,0,0,0,5.76,1,1,110,3.21,2
0,608,3,2,1,1,0,3,6.41,0,1,170,4.07,3
0,803,1,1,1,0,0,1,7.34,0,1,151,4.09,3
0,143,4,1,2,0,0,3,7.27,3,1,83,2.92,1
2,561,7,1,2,0,0,0,4.55,2,1,91,2.61,1
1,1961,5,3,0,2,0,-1,5.86,1,0,106,2.65,2
0,256,1,2,1,0,0,3,6.69,0,1,131,4.75,2
1,1860,2,3,1,1,-1,3,4.74,0,1,96,4.18,1
0,749,2,3,0,0,1,2,6.21,0,1,155,4.41,3
1,1702,5,2,1,2,0,1,7.99,0,1,88,2.91,1
0,951,3,2,1,0,0,1,5.57,1,1,105,3.53,2
0,844,2,1,1,0,1,3,8.12,0,2,141,4.66,2
1,1877,2,1,2,0,0,3,7.03,1,1,124,4.13,2
3,2928,6,6,1,3,0,1,6.05,0,1,164,2.2,3
